No.,Chemical compound,K,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse,InChI,InChIKey
219,oxytetracycline,,7.103803721,8017-33-2,C[NH+](C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,,,10.1016/j.watres.2010.11.039,phenol,Oxygenated organics,"InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25,27-29,32-33H,1-3H3,(H2,23,31)/p+1/t12-,13-,14+,17+,21-,22+/m1/s1",IWVCMVBTMGNXQD-PXOLEDIWSA-O
220,para-aminobenzoic acid,,3.633468456,94348-92-2,Nc1ccc(C(=O)O)cc1,,,10.1080/10715760310001659404,carboxylic acid,Oxygenated organics,"InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)",ALYNCZNDIQEVRV-UHFFFAOYSA-N
221,Paracetamol,,2.176091259,58357-81-6,CC(=O)Nc1ccc(O)cc1,7,,10.1016/j.chemosphere.2008.08.033,phenol,Oxygenated organics,"InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)",RZVAJINKPMORJF-UHFFFAOYSA-N
222,phenolate,,4.340444115,31061-59-3,[O-]c1ccccc1,,,doi.org/10.1016/j.watres.2012.06.006,phenol,Oxygenated organics,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H/p-1",ISWSIDIOOBJBQZ-UHFFFAOYSA-M
223,phosphorul-ethanolamine,,4.255272505,133827-62-0,NCCOP(=O)([O-])O,,,10.1021/tx025670s,phosphorus,Phosphorus-containing organics,"InChI=1S/C2H8NO4P/c3-1-2-7-8(4,5)6/h1-3H2,(H2,4,5,6)/p-1",SUHOOTKUPISOBE-UHFFFAOYSA-M
224,phosphoryl-choline,,2.255272505,9028-67-5,C[N+](C)(C)CCOP(=O)([O-])O,,,10.1021/tx025670s,phosphorus,Phosphorus-containing organics,"InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)",YHHSONZFOIEMCP-UHFFFAOYSA-N
225,phosphoryl-serine,,4.51851394,918794-13-5,NC(COP(=O)([O-])O)C(=O)O,,,10.1021/tx025670s,phosphorus,Phosphorus-containing organics,"InChI=1S/C3H8NO6P/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H2,7,8,9)/p-1",BZQFBWGGLXLEPQ-UHFFFAOYSA-M
226,Propionamide,,-1.387216143,10601-74-8,CCC(N)=O,7.3,,10.1021/tx0155451,amide,Nitrogen-containing organics,"InChI=1S/C3H7NO/c1-2-3(4)5/h2H2,1H3,(H2,4,5)",QLNJFJADRCOGBJ-UHFFFAOYSA-N
227,propylamine,,8.26245109,1219798-50-1,CCCN,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3",WGYKZJWCGVVSQN-UHFFFAOYSA-N
228,pyruvic acid,,0.336459734,74787-41-0,CC(=O)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,carboxylic acid,Oxygenated organics,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)",LCTONWCANYUPML-UHFFFAOYSA-N
229,pyruvic ion,,0.336459734,74787-41-0,CC(=O)C(=O)[O-],,,10.1039/c4ra12789g,carboxylic acid,Oxygenated organics,"InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)/p-1",LCTONWCANYUPML-UHFFFAOYSA-M
230,quercetin,,5.146128036,832692-15-6,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,,,10.1016/j.tiv.2012.04.010,phenol,Oxygenated organics,"InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H",REFJWTPEDVJJIY-UHFFFAOYSA-N
231,Ser,,5.230448921,944283-11-8,NC(CO)C(=O)O,7.3,,10.1021/tx0155451,amine,Nitrogen-containing organics,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)",MTCFGRXMJLQNBG-UHFFFAOYSA-N
232,Sulfamerazine,,-0.37675071,127-79-7,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,7,,10.1016/j.chemosphere.2008.08.033,sulfoxide,Sulfur-containing organics,"InChI=1S/C11H12N4O2S/c1-8-6-7-13-11(14-8)15-18(16,17)10-4-2-9(12)3-5-10/h2-7H,12H2,1H3,(H,13,14,15)",QPPBRPIAZZHUNT-UHFFFAOYSA-N
233,Sulfamethazine,,-0.102372909,53081-02-0,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,7,,10.1016/j.chemosphere.2008.08.033,sulfoxide,Sulfur-containing organics,"InChI=1S/C12H14N4O2S/c1-8-7-9(2)15-12(14-8)16-19(17,18)11-5-3-10(13)4-6-11/h3-7H,13H2,1-2H3,(H,14,15,16)",ASWVTGNCAZCNNR-UHFFFAOYSA-N
234,Sulfamethizole,,-0.698970004,1334378-92-5,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,7,,10.1016/j.chemosphere.2008.08.033,sulfoxide,Sulfur-containing organics,"InChI=1S/C9H10N4O2S2/c1-6-11-12-9(16-6)13-17(14,15)8-4-2-7(10)3-5-8/h2-5H,10H2,1H3,(H,12,13)",VACCAVUAMIDAGB-UHFFFAOYSA-N
235,sulfamethoxazole,,2.979997419,1346603-52-8,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,,,10.1016/j.watres.2009.11.045,sulfoxide,Sulfur-containing organics,"InChI=1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)",JLKIGFTWXXRPMT-UHFFFAOYSA-N
236,sulfamethoxazole,,-0.187086643,1346603-52-8,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,7,,10.1016/j.watres.2009.11.045,sulfoxide,Sulfur-containing organics,"InChI=1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)",JLKIGFTWXXRPMT-UHFFFAOYSA-N
237,Sulfathiazole,,0.276461804,1020719-89-4,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,7,,10.1016/j.chemosphere.2008.08.033,sulfoxide,Sulfur-containing organics,"InChI=1S/C9H9N3O2S2/c10-7-1-3-8(4-2-7)16(13,14)12-9-11-5-6-15-9/h1-6H,10H2,(H,11,12)",JNMRHUJNCSQMMB-UHFFFAOYSA-N
238,t-butylamine,,3.397940009,7337-45-3,CC(C)(C)N,7.3,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C4H11N/c1-4(2,3)5/h5H2,1-3H3",YBRBMKDOPFTVDT-UHFFFAOYSA-N
239,t-butylamine,,7.7355989,7337-45-3,CC(C)(C)N,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C4H11N/c1-4(2,3)5/h5H2,1-3H3",YBRBMKDOPFTVDT-UHFFFAOYSA-N
240,tenoxicam,,3.602059991,2140327-41-7,CN1/C(=C(\O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,,,10.1080/10715760310001659404,sulfoxide,Sulfur-containing organics,"InChI=1S/C13H11N3O4S2/c1-16-10(13(18)15-9-4-2-3-6-14-9)11(17)12-8(5-7-21-12)22(16,19)20/h2-7,18H,1H3,(H,14,15)/b13-10-",WZWYJBNHTWCXIM-RAXLEYEMSA-N
241,tetracycline,,7.049218023,84187-37-1,C[NH+](C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3CC12,,,10.1016/j.watres.2010.11.039,phenol,Oxygenated organics,"InChI=1S/C22H24N2O8/c1-21(31)8-5-4-6-11(25)12(8)16(26)13-9(21)7-10-15(24(2)3)17(27)14(20(23)30)19(29)22(10,32)18(13)28/h4-6,9-10,15,25,27-28,31-32H,7H2,1-3H3,(H2,23,30)/p+1/t9?,10?,15-,21+,22-/m0/s1",OFVLGDICTFRJMM-DXMYQVORSA-O
242,tetracycline,,6.451786436,84187-37-1,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c([O-])cccc4[C@@](C)(O)C3CC12,,,10.1016/j.watres.2010.11.039,phenol,Oxygenated organics,"InChI=1S/C22H24N2O8/c1-21(31)8-5-4-6-11(25)12(8)16(26)13-9(21)7-10-15(24(2)3)17(27)14(20(23)30)19(29)22(10,32)18(13)28/h4-6,9-10,15,25,27-28,31-32H,7H2,1-3H3,(H2,23,30)/p-1/t9?,10?,15-,21+,22-/m0/s1",OFVLGDICTFRJMM-DXMYQVORSA-M
243,thioglycolate,,9.838849091,137754-72-4,O=C([O-])CS,,,10.1021/acs.inorgchem.6b03182,thiol,Sulfur-containing organics,"InChI=1S/C2H4O2S/c3-2(4)1-5/h5H,1H2,(H,3,4)/p-1",CWERGRDVMFNCDR-UHFFFAOYSA-M
244,thiourea,,9.517193892,883091-83-6,NC(N)=S,,,10.1021/acs.inorgchem.6b03182,sulfur-containing,Sulfur-containing organics,"InChI=1S/CH4N2S/c2-1(3)4/h(H4,2,3,4)",UMGDCJDMYOKAJW-UHFFFAOYSA-N
245,tribromoacetamide,,2.022336709,594-47-8,NC(=O)C(Br)(Br)Br,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,"InChI=1S/C2H2Br3NO/c3-2(4,5)1(6)7/h(H2,6,7)",ORCCSQMJUGMAQU-UHFFFAOYSA-N
246,trichloroacetamide,,2.199572355,73006-90-3,NC(=O)C(Cl)(Cl)Cl,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,"InChI=1S/C2H2Cl3NO/c3-2(4,5)1(6)7/h(H2,6,7)",UPQQXPKAYZYUKO-UHFFFAOYSA-N
247,trichloroacetonitrile,,1.035874257,545-06-2,N#CC(Cl)(Cl)Cl,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,"InChI=1S/C2Cl3N/c3-2(4,5)1-6",DRUIESSIVFYOMK-UHFFFAOYSA-N
248,triclosan phenolate-dissociated,,3.73239376,1020720-00-6,[O-]c1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,,,doi.org/10.1016/j.watres.2012.06.006,phenol,Oxygenated organics,"InChI=1S/C12H7Cl3O2/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6,16H/p-1",XEFQLINVKFYRCS-UHFFFAOYSA-M
249,Trimethoprim,,1.763427994,304671-81-6,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,7,,10.1016/j.chemosphere.2008.08.033,amine,Nitrogen-containing organics,"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)",IEDVJHCEMCRBQM-UHFFFAOYSA-N
250,Trimethylacetamide,,-2.096910013,199855-36-2,CCC(=O)N(C)C,7.3,,10.1021/tx0155451,amide,Nitrogen-containing organics,"InChI=1S/C5H11NO/c1-4-5(7)6(2)3/h4H2,1-3H3",MBHINSULENHCMF-UHFFFAOYSA-N
251,trimethylamine,,4.698970004,75-22-9,CN(C)C,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,InChI=1S/C3H9N/c1-4(2)3/h1-3H3,GETQZCLCWQTVFV-UHFFFAOYSA-N
252,Trolox,,3.113943352,2314470-99-8,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,10.1021/tx025670s,phenol,Oxygenated organics,"InChI=1S/C14H18O4/c1-7-8(2)12-10(9(3)11(7)15)5-6-14(4,18-12)13(16)17/h15H,5-6H2,1-4H3,(H,16,17)",GLEVLJDDWXEYCO-UHFFFAOYSA-N
253,Ubiquinol-0,,3.113943352,139047-33-9,COc1c(O)cc(C)c(O)c1OC,,,10.1021/tx025670s,phenol,Oxygenated organics,"InChI=1S/C9H12O4/c1-5-4-6(10)8(12-2)9(13-3)7(5)11/h4,10-11H,1-3H3",DSBZYDDWLLIJJS-UHFFFAOYSA-N
254,Val,,4.86923172,317335-37-8,CC(C)C(N)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)",KZSNJWFQEVHDMF-UHFFFAOYSA-N
255,α-ionone,,1.44870632,130015-00-8,CC(=O)/C=C/C1C(C)=CCCC1(C)C,7.51,,doi.org/10.1016/j.watres.2012.06.006,ketone,Oxygenated organics,"InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h6-8,12H,5,9H2,1-4H3/b8-7+",UZFLPKAIBPNNCA-BQYQJAHWSA-N
256,β-estradiol,,5.561101384,79037-37-9,C[C@]12CC[C@@H]3c4ccc([O-])cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,doi.org/10.1016/j.watres.2012.06.006,phenol,Oxygenated organics,"InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/p-1/t14-,15-,16+,17+,18+/m1/s1",VOXZDWNPVJITMN-ZBRFXRBCSA-M
257,β-ionone,,1.079181246,76739-82-7,CC(=O)/C=C/C1=C(C)CCCC1(C)C,7.29,,doi.org/10.1016/j.watres.2012.06.006,ketone,Oxygenated organics,"InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h7-8H,5-6,9H2,1-4H3/b8-7+",PSQYTAPXSHCGMF-BQYQJAHWSA-N
258,ε-aminocaproic acid,,3.672097858,1246819-49-7,NCCCCCC(=O)O,7.3,,doi.org/10.1016/j.watres.2012.06.006,carboxylic acid,Oxygenated organics,"InChI=1S/C6H13NO2/c7-5-3-1-2-4-6(8)9/h1-5,7H2,(H,8,9)",SLXKOJJOQWFEFD-UHFFFAOYSA-N
259,"2,4-dichlorophenolate",,2.481442629,89284-82-2,[O-]c1ccc(Cl)cc1Cl,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H4Cl2O/c7-4-1-2-6(9)5(8)3-4/h1-3,9H/p-1",HFZWRUODUSTPEG-UHFFFAOYSA-M
260,"2,6-dichlorophenol",,2.28780173,107931-00-0,Oc1c(Cl)cccc1Cl,,,10.1021/es010076a,halogenated,Halogenated organics,"InChI=1S/C6H4Cl2O/c7-4-2-1-3-5(8)6(4)9/h1-3,9H",HOLHYSJJBXSLMV-UHFFFAOYSA-N
261,2-amino hexanoic acid,,7.505149978,78121-46-7,CCCCC(N)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)",LRQKBLKVPFOOQJ-UHFFFAOYSA-N
262,2-chlorophenolate,,3.383815366,85940-53-0,[O-]c1ccccc1Cl,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H5ClO/c7-5-3-1-2-4-6(5)8/h1-4,8H/p-1",ISPYQTSUDJAMAB-UHFFFAOYSA-M
263,"3,3′-dithiodipropionate",,5.982271233,15441-06-2,O=C([O-])CCSSCCC(=O)[O-],,,doi.org/10.1016/j.watres.2012.06.006,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C6H10O4S2/c7-5(8)1-3-11-12-4-2-6(9)10/h1-4H2,(H,7,8)(H,9,10)/p-2",YCLSOMLVSHPPFV-UHFFFAOYSA-L
264,3-hydroxy-5-methylphenolate,,7.668789525,93839-63-5,Cc1cc([O-])cc(O)c1,,,doi.org/10.1016/j.watres.2012.06.006,phenol,Oxygenated organics,"InChI=1S/C7H8O2/c1-5-2-6(8)4-7(9)3-5/h2-4,8-9H,1H3/p-1",OIPPWFOQEKKFEE-UHFFFAOYSA-M
265,3-indolepropionic acid,,4.176091259,2469257-98-3,O=C(O)CCc1c[nH]c2ccccc12,7.3,,10.1021/tx0155451,carboxylic acid,Oxygenated organics,"InChI=1S/C11H11NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-4,7,12H,5-6H2,(H,13,14)",GOLXRNDWAUTYKT-UHFFFAOYSA-N
266,3-pentenoic acid,,0.939519253,41653-93-4,C/C=C/CC(=O)O,,,10.1021/tx025670s,carboxylic acid,Oxygenated organics,"InChI=1S/C5H8O2/c1-2-3-4-5(6)7/h2-3H,4H2,1H3,(H,6,7)/b3-2+",UIUWNILCHFBLEQ-NSCUHMNNSA-N
267,4-iodophenolate,,3.303196057,19524-05-1,[O-]c1ccc(I)cc1,,,doi.org/10.1016/j.watres.2012.06.006,halogenated,Halogenated organics,"InChI=1S/C6H5IO/c7-5-1-3-6(8)4-2-5/h1-4,8H/p-1",VSMDINRNYYEDRN-UHFFFAOYSA-M
268,Acetaminde,,-0.206054482,60-35-5,CC(N)=O,,,10.1016/j.watres.2018.06.024,amide,Nitrogen-containing organics,"InChI=1S/C2H5NO/c1-2(3)4/h1H3,(H2,3,4)",DLFVBJFMPXGRIB-UHFFFAOYSA-N
269,Ala,,7.674861141,61043-68-3,CC(N)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)",QNAYBMKLOCPYGJ-UHFFFAOYSA-N
270,Ascorbate,,6.77815125,37237-57-3,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,,,10.1021/tx025670s,ester,Oxygenated organics,"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/p-1/t2-,5+/m0/s1",CIWBSHSKHKDKBQ-JLAZNSOCSA-M
271,b-alanine,,7.949390007,14405-06-2,NCCC(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)",UCMIRNVEIXFBKS-UHFFFAOYSA-N
272,bisphenolA-dissociated,,4.819543936,69011-34-3,CC(C)(c1ccc([O-])cc1)c1ccc([O-])cc1,,,doi.org/10.1016/j.watres.2012.06.006,phenol,Oxygenated organics,"InChI=1S/C15H16O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12/h3-10,16-17H,1-2H3/p-2",IISBACLAFKSPIT-UHFFFAOYSA-L
273,carcinine,,5.146128036,143885-59-0,NCCC(=O)NCCc1c[nH]cn1,7.4,,10.1021/acs.chemrestox.8b00363,imidazole,Heterocycles,"InChI=1S/C8H14N4O/c9-3-1-8(13)11-4-2-7-5-10-6-12-7/h5-6H,1-4,9H2,(H,10,12)(H,11,13)",ANRUJJLGVODXIK-UHFFFAOYSA-N
274,Methylammonium chloride,,2.505149978,593-51-1,CNCl,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/CH4ClN/c1-3-2/h3H,1H3",QXJIABOUHLYVHP-UHFFFAOYSA-N
275,chlorotetracycline,,6.683947131,7301-38-4,CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c([O-])ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,,,10.1016/j.watres.2010.11.039,halogenated,Halogenated organics,"InChI=1S/C22H23ClN2O8/c1-21(32)7-6-8-15(25(2)3)17(28)13(20(24)31)19(30)22(8,33)18(29)11(7)16(27)12-10(26)5-4-9(23)14(12)21/h4-5,7-8,15,26,28-29,32-33H,6H2,1-3H3,(H2,24,31)/p-2/t7-,8-,15-,21-,22-/m0/s1",CYDMQBQPVICBEU-XRNKAMNCSA-L
276,dehydro-β-ionone,,2.217483944,1203-08-3,CC(=O)/C=C/C1=C(C)C=CCC1(C)C,7.37,,doi.org/10.1016/j.watres.2012.06.006,ketone,Oxygenated organics,"InChI=1S/C13H18O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h5-8H,9H2,1-4H3/b8-7+",UWWCASOGCPOGJP-BQYQJAHWSA-N
277,dichloroacetamide,,1.52648287,98137-00-9,NC(=O)C(Cl)Cl,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,"InChI=1S/C2H3Cl2NO/c3-1(4)2(5)6/h1H,(H2,5,6)",WCGGWVOVFQNRRS-UHFFFAOYSA-N
278,dichloroacetonitrile,,-0.720611929,3018-12-0,N#CC(Cl)Cl,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,InChI=1S/C2HCl2N/c3-2(4)1-5/h2H,STZZWJCGRKXEFF-UHFFFAOYSA-N
279,diiodoacetamide,,1.017728767,5875-23-0,NC(=O)C(I)I,,,10.1016/j.watres.2018.06.024,halogenated,Halogenated organics,"InChI=1S/C2H3I2NO/c3-1(4)2(5)6/h1H,(H2,5,6)",YFDNDAZSTPQDTM-UHFFFAOYSA-N
280,dithiodiglycolate,,5.342422681,68223-93-8,[O-]C(=S)COCC([O-])=S,,,10.1021/acs.inorgchem.6b03182,sulfur-containing,Sulfur-containing organics,"InChI=1S/C4H6O3S2/c5-3(8)1-7-2-4(6)9/h1-2H2,(H,5,8)(H,6,9)/p-2",XPRMLSQMZDFCCC-UHFFFAOYSA-L
281,estrone,,5.618048097,53-16-7,C[C@]12CC[C@@H]3c4ccc([O-])cc4CC[C@H]3[C@@H]1CCC2=O,,,10.1021/es040006e,phenol,Oxygenated organics,"InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/p-1/t14-,15-,16+,18+/m1/s1",DNXHEGUUPJUMQT-CBZIJGRNSA-M
282,Gemfibrozil,,-0.045757491,86837-66-3,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,7,,10.1016/j.chemosphere.2008.08.033,carboxylic acid,Oxygenated organics,"InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)",HEMJJKBWTPKOJG-UHFFFAOYSA-N
283,Hydroquinone,,1.653212514,56924-48-2,Oc1ccc(O)cc1,,,10.1021/tx025670s,phenol,Oxygenated organics,"InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H",QIGBRXMKCJKVMJ-UHFFFAOYSA-N
284,Isobutyramide,,-2.522878745,1224439-42-2,CC(C)C(N)=O,7.3,,10.1021/tx0155451,amide,Nitrogen-containing organics,"InChI=1S/C4H9NO/c1-3(2)4(5)6/h3H,1-2H3,(H2,5,6)",WFKAJVHLWXSISD-UHFFFAOYSA-N
285,Isochlortetracycline,,6.584331224,89835-80-3,CN(C)C1C([O-])=C(C(N)=O)C(=O)C2(O)C(=O)CC(C3(C)OC(=O)c4c([O-])ccc(Cl)c43)CC12,,,10.1016/j.watres.2010.11.039,halogenated,Halogenated organics,"InChI=1S/C22H23ClN2O8/c1-21(15-10(23)4-5-11(26)13(15)20(31)33-21)8-6-9-16(25(2)3)17(28)14(19(24)30)18(29)22(9,32)12(27)7-8/h4-5,8-9,16,26,28,32H,6-7H2,1-3H3,(H2,24,30)/p-2",GFSLIMZISCAANG-UHFFFAOYSA-L
286,Isoprothiolane,,1.865103975,1715020-82-8,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,,,10.1016/j.chemosphere.2019.03.179,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C12H18O4S2/c1-7(2)15-10(13)9(11(14)16-8(3)4)12-17-5-6-18-12/h7-8H,5-6H2,1-4H3",UFHLMYOGRXOCSL-UHFFFAOYSA-N
287,N-acetylmethionin,,8.230448921,1115-47-5,CSCC[C@H](NC(C)=O)C(=O)O,,,10.1016/j.freeradbiomed.2014.04.024,"sulfide, disulfide",Sulfur-containing organics,"InChI=1S/C7H13NO3S/c1-5(9)8-6(7(10)11)3-4-12-2/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)/t6-/m0/s1",XUYPXLNMDZIRQH-LURJTMIESA-N
288,Naproxen,,1.397940009,119166-66-4,COc1ccc2cc(C(C)C(=O)O)ccc2c1,7,,10.1016/j.chemosphere.2008.08.033,carboxylic acid,Oxygenated organics,"InChI=1S/C14H14O3/c1-9(14(15)16)10-3-4-12-8-13(17-2)6-5-11(12)7-10/h3-9H,1-2H3,(H,15,16)",CMWTZPSULFXXJA-UHFFFAOYSA-N
289,NH2Cl,,2.176091259,10599-90-3,NCl,,,doi.org/10.1016/j.watres.2012.06.006,inorganic halogen,Others / Unassigned,InChI=1S/ClH2N/c1-2/h2H2,QDHHCQZDFGDHMP-UHFFFAOYSA-N
290,piroxicam,,3.556302501,1261393-52-5,CN1/C(=C(/O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,,,10.1080/10715760310001659404,sulfoxide,Sulfur-containing organics,"InChI=1S/C15H13N3O4S/c1-18-13(15(20)17-12-8-4-5-9-16-12)14(19)10-6-2-3-7-11(10)23(18,21)22/h2-9,20H,1H3,(H,16,17)/b15-13+",LDJVNWFKNMYYNT-FYWRMAATSA-N
291,Propranolol,,1.785329835,127202-03-3,CC(C)NCC(O)COc1cccc2ccccc12,7,,10.1016/j.chemosphere.2008.08.033,amine,Nitrogen-containing organics,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3",AQHHHDLHHXJYJD-UHFFFAOYSA-N
292,sec-butylamine,,7.949390007,33966-50-6,CCC(C)N,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics,"InChI=1S/C4H11N/c1-3-4(2)5/h4H,3,5H2,1-2H3",BHRZNVHARXXAHW-UHFFFAOYSA-N
293,Sulfadimethoxine,,0.750508395,345936-70-1,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,7,,10.1016/j.chemosphere.2008.08.033,sulfoxide,Sulfur-containing organics,"InChI=1S/C12H14N4O4S/c1-19-11-7-10(14-12(15-11)20-2)16-21(17,18)9-5-3-8(13)4-6-9/h3-7H,13H2,1-2H3,(H,14,15,16)",ZZORFUFYDOWNEF-UHFFFAOYSA-N
294,tetracycline,,6.004321374,84187-37-1,CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c([O-])cccc4[C@@](C)(O)C3CC12,,,10.1016/j.watres.2010.11.039,phenol,Oxygenated organics,"InChI=1S/C22H24N2O8/c1-21(31)8-5-4-6-11(25)12(8)16(26)13-9(21)7-10-15(24(2)3)17(27)14(20(23)30)19(29)22(10,32)18(13)28/h4-6,9-10,15,25,27-28,31-32H,7H2,1-3H3,(H2,23,30)/p-2/t9?,10?,15-,21+,22-/m0/s1",OFVLGDICTFRJMM-DXMYQVORSA-L
